,Time,class,Count,From,To
1087,8:00am - 9:00am,jeepney,173,East,West
1088,8:00am - 9:00am,motorela,257,East,West
1089,8:00am - 9:00am,others,12,East,West
1090,9:00am - 10:00am,cars_SUV,96,East,West
1091,9:00am - 10:00am,motorcycles_scooters,160,East,West
1092,9:00am - 10:00am,taxi,34,East,West
1093,9:00am - 10:00am,buses,,East,West
1094,9:00am - 10:00am,smallTrucks,18,East,West
1095,9:00am - 10:00am,largeTrucks,,East,West
1096,9:00am - 10:00am,bicycle_tricycle,,East,West
1097,9:00am - 10:00am,jeepney,138,East,West
1098,9:00am - 10:00am,motorela,266,East,West
1099,9:00am - 10:00am,others,8,East,West
1100,10:00am - 11:00am,cars_SUV,129,East,West
1101,10:00am - 11:00am,motorcycles_scooters,143,East,West
1102,10:00am - 11:00am,taxi,66,East,West
1103,10:00am - 11:00am,buses,,East,West
1104,10:00am - 11:00am,smallTrucks,12,East,West
1105,10:00am - 11:00am,largeTrucks,,East,West
1106,10:00am - 11:00am,bicycle_tricycle,,East,West
1107,10:00am - 11:00am,jeepney,25,East,West
1108,10:00am - 11:00am,motorela,259,East,West
1109,10:00am - 11:00am,others,9,East,West
1110,11:00am - 12:00nn,cars_SUV,109,East,West
1111,11:00am - 12:00nn,motorcycles_scooters,131,East,West
1112,11:00am - 12:00nn,taxi,56,East,West
1113,11:00am - 12:00nn,buses,,East,West
1114,11:00am - 12:00nn,smallTrucks,10,East,West
1115,11:00am - 12:00nn,largeTrucks,2,East,West
1116,11:00am - 12:00nn,bicycle_tricycle,,East,West
1117,11:00am - 12:00nn,jeepney,39,East,West
1118,11:00am - 12:00nn,motorela,259,East,West
1119,11:00am - 12:00nn,others,9,East,West
1120,12:00nn - 1:00pm,cars_SUV,62,East,West
1121,12:00nn - 1:00pm,motorcycles_scooters,69,East,West
1122,12:00nn - 1:00pm,taxi,26,East,West
1123,12:00nn - 1:00pm,buses,,East,West
1124,12:00nn - 1:00pm,smallTrucks,3,East,West
1125,12:00nn - 1:00pm,largeTrucks,,East,West
1126,12:00nn - 1:00pm,bicycle_tricycle,,East,West
1127,12:00nn - 1:00pm,jeepney,66,East,West
1128,12:00nn - 1:00pm,motorela,168,East,West
1129,12:00nn - 1:00pm,others,1,East,West
1130,1:00pm - 2:00pm,cars_SUV,89,East,West
1131,1:00pm - 2:00pm,motorcycles_scooters,122,East,West
1132,1:00pm - 2:00pm,taxi,30,East,West
1133,1:00pm - 2:00pm,buses,,East,West
1134,1:00pm - 2:00pm,smallTrucks,,East,West
1135,1:00pm - 2:00pm,largeTrucks,,East,West
1136,1:00pm - 2:00pm,bicycle_tricycle,,East,West
1137,1:00pm - 2:00pm,jeepney,87,East,West
1138,1:00pm - 2:00pm,motorela,190,East,West
1139,1:00pm - 2:00pm,others,5,East,West
1140,2:00pm - 3:00pm,cars_SUV,88,East,West
1141,2:00pm - 3:00pm,motorcycles_scooters,117,East,West
1142,2:00pm - 3:00pm,taxi,40,East,West
1143,2:00pm - 3:00pm,buses,,East,West
1144,2:00pm - 3:00pm,smallTrucks,15,East,West
1145,2:00pm - 3:00pm,largeTrucks,4,East,West
1146,2:00pm - 3:00pm,bicycle_tricycle,,East,West
1147,2:00pm - 3:00pm,jeepney,97,East,West
1148,2:00pm - 3:00pm,motorela,179,East,West
1149,2:00pm - 3:00pm,others,4,East,West
1150,3:00pm - 4:00pm,cars_SUV,97,East,West
1151,3:00pm - 4:00pm,motorcycles_scooters,101,East,West
1152,3:00pm - 4:00pm,taxi,41,East,West
1153,3:00pm - 4:00pm,buses,,East,West
1154,3:00pm - 4:00pm,smallTrucks,16,East,West
1155,3:00pm - 4:00pm,largeTrucks,,East,West
1156,3:00pm - 4:00pm,bicycle_tricycle,,East,West
1157,3:00pm - 4:00pm,jeepney,75,East,West
1158,3:00pm - 4:00pm,motorela,152,East,West
1159,3:00pm - 4:00pm,others,4,East,West
1160,4:00pm - 5:00pm,cars_SUV,88,East,West
1161,4:00pm - 5:00pm,motorcycles_scooters,106,East,West
1162,4:00pm - 5:00pm,taxi,34,East,West
1163,4:00pm - 5:00pm,buses,1,East,West
1164,4:00pm - 5:00pm,smallTrucks,14,East,West
1165,4:00pm - 5:00pm,largeTrucks,,East,West
1166,4:00pm - 5:00pm,bicycle_tricycle,,East,West
1167,4:00pm - 5:00pm,jeepney,72,East,West
1168,4:00pm - 5:00pm,motorela,155,East,West
1169,4:00pm - 5:00pm,others,4,East,West
1170,5:00pm - 6:00pm,cars_SUV,85,East,West
1171,5:00pm - 6:00pm,motorcycles_scooters,109,East,West
1172,5:00pm - 6:00pm,taxi,31,East,West
1173,5:00pm - 6:00pm,buses,,East,West
1174,5:00pm - 6:00pm,smallTrucks,8,East,West
1175,5:00pm - 6:00pm,largeTrucks,,East,West
1176,5:00pm - 6:00pm,bicycle_tricycle,,East,West
1177,5:00pm - 6:00pm,jeepney,80,East,West
1178,5:00pm - 6:00pm,motorela,147,East,West
1179,5:00pm - 6:00pm,others,2,East,West
1180,6:00pm - 7:00pm,cars_SUV,87,East,West
1181,6:00pm - 7:00pm,motorcycles_scooters,92,East,West
1182,6:00pm - 7:00pm,taxi,27,East,West
1183,6:00pm - 7:00pm,buses,,East,West
1184,6:00pm - 7:00pm,smallTrucks,5,East,West
1185,6:00pm - 7:00pm,largeTrucks,,East,West
1186,6:00pm - 7:00pm,bicycle_tricycle,,East,West
1187,6:00pm - 7:00pm,jeepney,75,East,West
1188,6:00pm - 7:00pm,motorela,140,East,West
1189,6:00pm - 7:00pm,others,6,East,West
1190,7:00pm - 8:00pm,cars_SUV,47,East,West
1191,7:00pm - 8:00pm,motorcycles_scooters,68,East,West
1192,7:00pm - 8:00pm,taxi,18,East,West
1193,7:00pm - 8:00pm,buses,,East,West
1194,7:00pm - 8:00pm,smallTrucks,3,East,West
1195,7:00pm - 8:00pm,largeTrucks,,East,West
1196,7:00pm - 8:00pm,bicycle_tricycle,,East,West
1197,7:00pm - 8:00pm,jeepney,47,East,West
1198,7:00pm - 8:00pm,motorela,66,East,West
1199,7:00pm - 8:00pm,others,2,East,West
